countrySource,countryTarget,value,type,year,month
Japan,Germany,2150.572977,export,2011,7
India,Germany,676.346512,export,2011,7
Singapore,Germany,617.232172,export,2011,7
Indonesia,Germany,303.414063,export,2011,7
United States,Italy,1223.36383,export,2011,7
Canada,Italy,181.581105,export,2011,7
Brazil,Italy,370.33363,export,2011,7
United Kingdom,Italy,1449.512858,export,2011,7
Netherlands,Italy,2577.016358,export,2011,7
France,Italy,3990.513372,export,2011,7
Germany,Italy,7365.461084999999,export,2011,7
Italy,Italy,0.0,export,2011,7
Russia,Italy,2273.726484,export,2011,7
China,Italy,3139.897925,export,2011,7
South Korea,Italy,268.158428,export,2011,7
Japan,Italy,410.104222,export,2011,7
India,Italy,413.551915,export,2011,7
Singapore,Italy,80.171706,export,2011,7
Indonesia,Italy,211.05583,export,2011,7
United States,Russia,655.837281,export,2011,7
Canada,Russia,118.752217,export,2011,7
Brazil,Russia,310.600982,export,2011,7
United Kingdom,Russia,554.9893030000001,export,2011,7
Netherlands,Russia,777.754513,export,2011,7
France,Russia,1010.257728,export,2011,7
Germany,Russia,4037.692436,export,2011,7
Italy,Russia,1534.193576,export,2011,7
Russia,Russia,0.0,export,2011,7
China,Russia,3836.349748,export,2011,7
South Korea,Russia,885.441216,export,2011,7
Japan,Russia,1010.766346,export,2011,7
India,Russia,150.303594,export,2011,7
Singapore,Russia,37.650345,export,2011,7
Indonesia,Russia,72.276101,export,2011,7
United States,China,8157.901187,export,2011,7
Canada,China,1349.712774,export,2011,7
Brazil,China,4391.732779,export,2011,7
United Kingdom,China,1270.3465199999998,export,2011,7
Netherlands,China,800.4020230000001,export,2011,7
France,China,1763.194208,export,2011,7
Germany,China,7696.675572,export,2011,7
Italy,China,1362.306642,export,2011,7
Russia,China,2440.094188,export,2011,7
China,China,0.0,export,2011,7
South Korea,China,11829.546661,export,2011,7
Japan,China,14418.458908,export,2011,7
India,China,1151.53035,export,2011,7
Singapore,China,3426.354749,export,2011,7
Indonesia,China,2047.815127,export,2011,7
United States,South Korea,3675.095851,export,2011,7
Canada,South Korea,556.8671889999999,export,2011,7
Brazil,South Korea,323.612806,export,2011,7
United Kingdom,South Korea,315.321211,export,2011,7
Netherlands,South Korea,516.077468,export,2011,7
France,South Korea,600.221631,export,2011,7
Germany,South Korea,1361.727366,export,2011,7
Italy,South Korea,399.544568,export,2011,7
Russia,South Korea,1175.937073,export,2011,7
China,South Korea,6848.633832,export,2011,7
South Korea,South Korea,0.0,export,2011,7
Japan,South Korea,5686.844161,export,2011,7
India,South Korea,457.116009,export,2011,7
Singapore,South Korea,1241.56096,export,2011,7
Indonesia,South Korea,1241.416183,export,2011,7
United States,Japan,5315.554905,export,2011,7
Canada,Japan,949.484911,export,2011,7
Brazil,Japan,718.030495,export,2011,7
United Kingdom,Japan,604.809633,export,2011,7
Netherlands,Japan,437.148109,export,2011,7
France,Japan,764.8275070000001,export,2011,7
Germany,Japan,1828.260057,export,2011,7
Italy,Japan,684.639564,export,2011,7
Russia,Japan,1128.914655,export,2011,7
China,Japan,12693.739341,export,2011,7
South Korea,Japan,3408.089328,export,2011,7
Japan,Japan,0.0,export,2011,7
India,Japan,470.705175,export,2011,7
Singapore,Japan,1559.999178,export,2011,7
Indonesia,Japan,2925.533663,export,2011,7
United States,India,1813.124422,export,2011,7
Canada,India,136.512133,export,2011,7
Brazil,India,501.535271,export,2011,7
United Kingdom,India,729.40844,export,2011,7
Netherlands,India,204.963082,export,2011,7
France,India,314.667663,export,2011,7
Germany,India,1233.627874,export,2011,7
Italy,India,472.850858,export,2011,7
Russia,India,269.551809,export,2011,7
China,India,4872.558514,export,2011,7
South Korea,India,1149.525972,export,2011,7
Japan,India,984.44929,export,2011,7
India,India,0.0,export,2011,7
Singapore,India,1207.488498,export,2011,7
Indonesia,India,1037.076904,export,2011,7
United States,Singapore,2827.021272,export,2011,7
Canada,Singapore,57.30954499999999,export,2011,7
Brazil,Singapore,82.220168,export,2011,7
United Kingdom,Singapore,490.974526,export,2011,7
Netherlands,Singapore,321.594518,export,2011,7
France,Singapore,571.464994,export,2011,7
Germany,Singapore,779.5616200000001,export,2011,7
Italy,Singapore,216.92507200000003,export,2011,7
Russia,Singapore,185.014341,export,2011,7
China,Singapore,2920.937897,export,2011,7
South Korea,Singapore,1936.2371920000005,export,2011,7
Japan,Singapore,2733.052938,export,2011,7
India,Singapore,1401.303553,export,2011,7
Singapore,Singapore,0.0,export,2011,7
Indonesia,Singapore,1906.610241,export,2011,7
United States,Indonesia,618.643895,export,2011,7
Canada,Indonesia,139.081179,export,2011,7
Brazil,Indonesia,129.395666,export,2011,7
United Kingdom,Indonesia,69.140889,export,2011,7
Netherlands,Indonesia,56.049261,export,2011,7
France,Indonesia,79.66767800000001,export,2011,7
Germany,Indonesia,234.052598,export,2011,7
Italy,Indonesia,88.46007900000001,export,2011,7
Russia,Indonesia,61.553799,export,2011,7
China,Indonesia,2738.78431,export,2011,7
South Korea,Indonesia,1109.860671,export,2011,7
Japan,Indonesia,1621.831234,export,2011,7
India,Indonesia,579.187099,export,2011,7
Singapore,Indonesia,3864.323858,export,2011,7
Indonesia,Indonesia,0.0,export,2011,7
United States,United States,0.0,export,2011,8
Canada,United States,28693.872154,export,2011,8
Brazil,United States,2553.263479,export,2011,8
United Kingdom,United States,4726.987556,export,2011,8
Netherlands,United States,2194.420423,export,2011,8
France,United States,2486.466995,export,2011,8
Germany,United States,8648.863968000001,export,2011,8
Italy,United States,2254.170048,export,2011,8
Russia,United States,1680.0640829999998,export,2011,8
China,United States,30126.713132,export,2011,8
South Korea,United States,4340.885915,export,2011,8
Japan,United States,10576.765991,export,2011,8
India,United States,2706.890325,export,2011,8
Singapore,United States,1801.329418,export,2011,8
Indonesia,United States,1455.766548,export,2011,8
United States,Canada,24982.565077,export,2011,8
Canada,Canada,0.0,export,2011,8
Brazil,Canada,311.878104,export,2011,8
United Kingdom,Canada,769.413325,export,2011,8
Netherlands,Canada,340.921879,export,2011,8
France,Canada,350.566457,export,2011,8
Germany,Canada,873.982357,export,2011,8
Italy,Canada,305.43534700000004,export,2011,8
Russia,Canada,14.197899,export,2011,8
China,Canada,2427.394178,export,2011,8
South Korea,Canada,351.239946,export,2011,8
Japan,Canada,680.842307,export,2011,8
India,Canada,170.70488899999998,export,2011,8
Singapore,Canada,139.36135,export,2011,8
Indonesia,Canada,88.642597,export,2011,8
United States,Brazil,3967.105826,export,2011,8
Canada,Brazil,281.317298,export,2011,8
Brazil,Brazil,0.0,export,2011,8
United Kingdom,Brazil,357.763774,export,2011,8
Netherlands,Brazil,287.368631,export,2011,8
France,Brazil,448.978786,export,2011,8
Germany,Brazil,1422.636373,export,2011,8
Italy,Brazil,553.511029,export,2011,8
Russia,Brazil,245.969468,export,2011,8
China,Brazil,3381.345595,export,2011,8
South Korea,Brazil,814.30477,export,2011,8
Japan,Brazil,547.3301610000001,export,2011,8
India,Brazil,456.812057,export,2011,8
Singapore,Brazil,108.941926,export,2011,8
Indonesia,Brazil,146.54048,export,2011,8
United States,United Kingdom,4606.645326,export,2011,8
Canada,United Kingdom,2029.146806,export,2011,8
Brazil,United Kingdom,597.078259,export,2011,8
United Kingdom,United Kingdom,0.0,export,2011,8
Netherlands,United Kingdom,4300.8189600000005,export,2011,8
France,United Kingdom,2972.861017,export,2011,8
Germany,United Kingdom,7498.519712,export,2011,8
Italy,United Kingdom,1685.7523399999998,export,2011,8
Russia,United Kingdom,920.745551,export,2011,8
China,United Kingdom,4347.889657,export,2011,8
South Korea,United Kingdom,313.352639,export,2011,8
Japan,United Kingdom,1610.4701189999998,export,2011,8
India,United Kingdom,678.749983,export,2011,8
Singapore,United Kingdom,1024.23726,export,2011,8
Indonesia,United Kingdom,154.940377,export,2011,8
United States,Netherlands,3625.480741,export,2011,8
Canada,Netherlands,348.246364,export,2011,8
Brazil,Netherlands,1432.213299,export,2011,8
United Kingdom,Netherlands,2828.54908,export,2011,8
Netherlands,Netherlands,0.0,export,2011,8
France,Netherlands,1999.986271,export,2011,8
Germany,Netherlands,7738.718576,export,2011,8
Italy,Netherlands,890.270369,export,2011,8
Russia,Netherlands,4933.304179,export,2011,8
China,Netherlands,5790.986359,export,2011,8
South Korea,Netherlands,321.225914,export,2011,8
Japan,Netherlands,1451.447331,export,2011,8
India,Netherlands,710.078717,export,2011,8
Singapore,Netherlands,784.517704,export,2011,8
Indonesia,Netherlands,562.2582940000001,export,2011,8
United States,France,2507.110586,export,2011,8
Canada,France,232.68941,export,2011,8
Brazil,France,467.702649,export,2011,8
United Kingdom,France,2276.289464,export,2011,8
Netherlands,France,4546.732176,export,2011,8
France,France,0.0,export,2011,8
Germany,France,10375.125659,export,2011,8
Italy,France,3398.173436,export,2011,8
Russia,France,928.485359,export,2011,8
China,France,2635.71522,export,2011,8
South Korea,France,542.222543,export,2011,8
Japan,France,682.790563,export,2011,8
India,France,275.075417,export,2011,8
Singapore,France,515.081899,export,2011,8
Indonesia,France,111.30395,export,2011,8
United States,Germany,4263.710872,export,2011,8
Canada,Germany,405.875059,export,2011,8
Brazil,Germany,865.328685,export,2011,8
United Kingdom,Germany,3953.495886,export,2011,8
Netherlands,Germany,14945.517029,export,2011,8
France,Germany,7782.092927,export,2011,8
Germany,Germany,0.0,export,2011,8
Italy,Germany,4466.607488000001,export,2011,8
Russia,Germany,2248.19374,export,2011,8
China,Germany,7539.26022,export,2011,8
South Korea,Germany,536.499472,export,2011,8
Japan,Germany,1979.696458,export,2011,8
India,Germany,757.967648,export,2011,8
Singapore,Germany,711.01092,export,2011,8
Indonesia,Germany,276.056475,export,2011,8
United States,Italy,1208.183884,export,2011,8
Canada,Italy,186.834306,export,2011,8
Brazil,Italy,514.952181,export,2011,8
United Kingdom,Italy,1011.231041,export,2011,8
Netherlands,Italy,2096.465708,export,2011,8
France,Italy,2877.580798,export,2011,8
Germany,Italy,5681.967445,export,2011,8
Italy,Italy,0.0,export,2011,8
Russia,Italy,2366.598572,export,2011,8
China,Italy,3108.198724,export,2011,8
South Korea,Italy,227.008565,export,2011,8
Japan,Italy,415.71082,export,2011,8
India,Italy,421.796134,export,2011,8
Singapore,Italy,69.540867,export,2011,8
Indonesia,Italy,360.182345,export,2011,8
United States,Russia,743.60362,export,2011,8
Canada,Russia,118.210252,export,2011,8
Brazil,Russia,205.626686,export,2011,8
United Kingdom,Russia,541.617211,export,2011,8
Netherlands,Russia,856.9987679999999,export,2011,8
France,Russia,838.660984,export,2011,8
Germany,Russia,4696.24487,export,2011,8
Italy,Russia,1021.832712,export,2011,8
Russia,Russia,0.0,export,2011,8
China,Russia,3867.522862,export,2011,8
South Korea,Russia,744.5993179999999,export,2011,8
Japan,Russia,923.779017,export,2011,8
India,Russia,145.11027,export,2011,8
Singapore,Russia,39.164461,export,2011,8
Indonesia,Russia,79.03456700000001,export,2011,8
United States,China,8421.642066,export,2011,8
Canada,China,1410.6572609999998,export,2011,8
Brazil,China,4615.243906000001,export,2011,8
United Kingdom,China,1069.977244,export,2011,8
Netherlands,China,893.1880070000001,export,2011,8
France,China,1413.920031,export,2011,8
Germany,China,7825.881604000001,export,2011,8
Italy,China,938.975123,export,2011,8
Russia,China,2758.494745,export,2011,8
China,China,0.0,export,2011,8
South Korea,China,11615.912941,export,2011,8
Japan,China,13888.800372999998,export,2011,8
India,China,2279.236296,export,2011,8
Singapore,China,3911.859696,export,2011,8
Indonesia,China,2017.520991,export,2011,8
United States,South Korea,3798.855214,export,2011,8
Canada,South Korea,409.899194,export,2011,8
Brazil,South Korea,497.086364,export,2011,8
United Kingdom,South Korea,291.154538,export,2011,8
Netherlands,South Korea,449.469703,export,2011,8
France,South Korea,576.454206,export,2011,8
Germany,South Korea,1401.924435,export,2011,8
Italy,South Korea,293.405127,export,2011,8
Russia,South Korea,1161.674522,export,2011,8
China,South Korea,6581.799108,export,2011,8
South Korea,South Korea,0.0,export,2011,8
Japan,South Korea,5665.021793999999,export,2011,8
India,South Korea,296.132862,export,2011,8
Singapore,South Korea,1384.554931,export,2011,8
Indonesia,South Korea,1370.266797,export,2011,8
United States,Japan,5413.674846,export,2011,8
Canada,Japan,969.590977,export,2011,8
Brazil,Japan,837.534813,export,2011,8
United Kingdom,Japan,562.9722879999999,export,2011,8
Netherlands,Japan,433.152705,export,2011,8
France,Japan,694.474606,export,2011,8
Germany,Japan,1783.913307,export,2011,8
Italy,Japan,511.512071,export,2011,8
Russia,Japan,1258.625879,export,2011,8
China,Japan,13132.314364,export,2011,8
South Korea,Japan,3425.1077159999995,export,2011,8
Japan,Japan,0.0,export,2011,8
India,Japan,529.675647,export,2011,8
Singapore,Japan,1485.786731,export,2011,8
Indonesia,Japan,2924.784776,export,2011,8
United States,India,1848.098292,export,2011,8
Canada,India,227.432071,export,2011,8
Brazil,India,435.064887,export,2011,8
United Kingdom,India,554.298258,export,2011,8
Netherlands,India,231.694556,export,2011,8
France,India,279.00459700000005,export,2011,8
Germany,India,1345.439751,export,2011,8
Italy,India,353.20277200000004,export,2011,8
Russia,India,277.210349,export,2011,8
China,India,5003.023265999999,export,2011,8
South Korea,India,1142.219431,export,2011,8
Japan,India,859.5464199999999,export,2011,8
India,India,0.0,export,2011,8
Singapore,India,1088.246195,export,2011,8
Indonesia,India,1366.264853,export,2011,8
United States,Singapore,2883.154215,export,2011,8
Canada,Singapore,81.540361,export,2011,8
Brazil,Singapore,237.163808,export,2011,8
United Kingdom,Singapore,456.782783,export,2011,8
Netherlands,Singapore,451.251075,export,2011,8
France,Singapore,584.81335,export,2011,8
Germany,Singapore,795.849223,export,2011,8
Italy,Singapore,206.908991,export,2011,8
Russia,Singapore,171.865695,export,2011,8
China,Singapore,3078.055762,export,2011,8
South Korea,Singapore,1704.0007829999995,export,2011,8
Japan,Singapore,2721.452299,export,2011,8
India,Singapore,843.3352150000001,export,2011,8
Singapore,Singapore,0.0,export,2011,8
Indonesia,Singapore,2179.703346,export,2011,8
United States,Indonesia,619.0194240000001,export,2011,8
Canada,Indonesia,172.652028,export,2011,8
Brazil,Indonesia,266.859225,export,2011,8
United Kingdom,Indonesia,79.272126,export,2011,8
Netherlands,Indonesia,75.425706,export,2011,8
France,Indonesia,145.80256200000002,export,2011,8
Germany,Indonesia,255.27859300000003,export,2011,8
Italy,Indonesia,77.199189,export,2011,8
Russia,Indonesia,65.12952,export,2011,8
China,Indonesia,2107.346623,export,2011,8
South Korea,Indonesia,974.932196,export,2011,8
Japan,Indonesia,1381.104792,export,2011,8
India,Indonesia,377.656596,export,2011,8
Singapore,Indonesia,3697.476009,export,2011,8
Indonesia,Indonesia,0.0,export,2011,8
United States,United States,0.0,export,2011,9
Canada,United States,28741.2917,export,2011,9
Brazil,United States,2130.683085,export,2011,9
United Kingdom,United States,4597.310337,export,2011,9
Netherlands,United States,2118.150504,export,2011,9
France,United States,2621.495049,export,2011,9
Germany,United States,8896.202549,export,2011,9
Italy,United States,2448.861027,export,2011,9
Russia,United States,1595.78416,export,2011,9
China,United States,30144.843248,export,2011,9
South Korea,United States,4817.554099,export,2011,9
Japan,United States,12102.092871,export,2011,9
India,United States,2726.177094,export,2011,9
Singapore,United States,1769.222773,export,2011,9
Indonesia,United States,1296.827799,export,2011,9
United States,Canada,23959.308348,export,2011,9
Canada,Canada,0.0,export,2011,9
Brazil,Canada,268.974933,export,2011,9
United Kingdom,Canada,744.129189,export,2011,9
Netherlands,Canada,220.267949,export,2011,9
France,Canada,354.946894,export,2011,9
Germany,Canada,963.885665,export,2011,9
Italy,Canada,347.492986,export,2011,9
Russia,Canada,31.504448,export,2011,9
China,Canada,2363.042789,export,2011,9
South Korea,Canada,378.713225,export,2011,9
Japan,Canada,903.587142,export,2011,9
India,Canada,177.108099,export,2011,9
Singapore,Canada,135.418199,export,2011,9
Indonesia,Canada,67.97399300000001,export,2011,9
United States,Brazil,4069.888942,export,2011,9
Canada,Brazil,358.902528,export,2011,9
Brazil,Brazil,0.0,export,2011,9
United Kingdom,Brazil,331.080083,export,2011,9
Netherlands,Brazil,322.498288,export,2011,9
France,Brazil,445.08649800000006,export,2011,9
Germany,Brazil,1265.977819,export,2011,9
Italy,Brazil,556.098889,export,2011,9
Russia,Brazil,245.04893,export,2011,9
China,Brazil,2896.568607,export,2011,9
South Korea,Brazil,800.325987,export,2011,9
Japan,Brazil,616.639037,export,2011,9
India,Brazil,328.3353,export,2011,9
Singapore,Brazil,132.263713,export,2011,9
Indonesia,Brazil,142.379986,export,2011,9
United States,United Kingdom,5258.21718,export,2011,9
Canada,United Kingdom,1772.572325,export,2011,9
Brazil,United Kingdom,410.422103,export,2011,9
United Kingdom,United Kingdom,0.0,export,2011,9
Netherlands,United Kingdom,4112.304526,export,2011,9
France,United Kingdom,3488.395135,export,2011,9
Germany,United Kingdom,8061.708148000001,export,2011,9
Italy,United Kingdom,2190.971978,export,2011,9
Russia,United Kingdom,816.880983,export,2011,9
China,United Kingdom,4264.681893,export,2011,9
South Korea,United Kingdom,548.935875,export,2011,9
Japan,United Kingdom,1928.064565,export,2011,9
India,United Kingdom,699.177885,export,2011,9
Singapore,United Kingdom,620.894771,export,2011,9
Indonesia,United Kingdom,133.07401399999998,export,2011,9
United States,Netherlands,3824.922859,export,2011,9
Canada,Netherlands,492.964871,export,2011,9
Brazil,Netherlands,1295.9982189999998,export,2011,9
United Kingdom,Netherlands,2997.136725,export,2011,9
Netherlands,Netherlands,0.0,export,2011,9
France,Netherlands,2039.000957,export,2011,9
Germany,Netherlands,8570.033606,export,2011,9
Italy,Netherlands,1065.34823,export,2011,9
Russia,Netherlands,4842.721864,export,2011,9
China,Netherlands,5645.980179,export,2011,9
South Korea,Netherlands,582.051967,export,2011,9
Japan,Netherlands,1589.062307,export,2011,9
India,Netherlands,506.388877,export,2011,9
Singapore,Netherlands,568.606269,export,2011,9
Indonesia,Netherlands,315.808857,export,2011,9
United States,France,2354.805495,export,2011,9
Canada,France,357.224263,export,2011,9
Brazil,France,462.9438530000001,export,2011,9
United Kingdom,France,2530.547587,export,2011,9
Netherlands,France,5278.412707,export,2011,9
France,France,0.0,export,2011,9
Germany,France,13087.248039,export,2011,9
Italy,France,5499.928728,export,2011,9
Russia,France,800.675099,export,2011,9
China,France,2480.162224,export,2011,9
South Korea,France,345.853022,export,2011,9
Japan,France,757.813516,export,2011,9
India,France,437.557766,export,2011,9
Singapore,France,711.634415,export,2011,9
Indonesia,France,104.85376,export,2011,9
United States,Germany,4015.637387,export,2011,9
Canada,Germany,262.081709,export,2011,9
Brazil,Germany,629.23472,export,2011,9
United Kingdom,Germany,4622.621373,export,2011,9
Netherlands,Germany,14694.120329,export,2011,9
France,Germany,8011.981676,export,2011,9
Germany,Germany,0.0,export,2011,9
Italy,Germany,6064.982992,export,2011,9
Russia,Germany,2010.381382,export,2011,9
China,Germany,6696.25874,export,2011,9
South Korea,Germany,581.4061280000001,export,2011,9
Japan,Germany,2154.057563,export,2011,9
India,Germany,621.789344,export,2011,9
Singapore,Germany,553.626259,export,2011,9
Indonesia,Germany,212.023706,export,2011,9
United States,Italy,1353.987077,export,2011,9
Canada,Italy,232.157674,export,2011,9
Brazil,Italy,493.829817,export,2011,9
United Kingdom,Italy,1388.013769,export,2011,9
Netherlands,Italy,2633.729267,export,2011,9
France,Italy,4721.911748,export,2011,9
Germany,Italy,7655.551781,export,2011,9
Italy,Italy,0.0,export,2011,9
Russia,Italy,2343.968886,export,2011,9
China,Italy,2764.34305,export,2011,9
South Korea,Italy,291.32065,export,2011,9
Japan,Italy,436.134244,export,2011,9
India,Italy,373.962285,export,2011,9
Singapore,Italy,67.537982,export,2011,9
Indonesia,Italy,225.259825,export,2011,9
United States,Russia,776.82233,export,2011,9
Canada,Russia,161.23541200000005,export,2011,9
Brazil,Russia,234.137998,export,2011,9
United Kingdom,Russia,613.847171,export,2011,9
Netherlands,Russia,937.450832,export,2011,9
France,Russia,808.460398,export,2011,9
Germany,Russia,4567.613198,export,2011,9
Italy,Russia,1157.382421,export,2011,9
Russia,Russia,0.0,export,2011,9
China,Russia,3536.562232,export,2011,9
South Korea,Russia,919.783477,export,2011,9
Japan,Russia,1274.914788,export,2011,9
India,Russia,154.0769,export,2011,9
Singapore,Russia,28.033744,export,2011,9
Indonesia,Russia,82.271736,export,2011,9
United States,China,8370.063556000001,export,2011,9
Canada,China,1550.087766,export,2011,9
Brazil,China,4519.784545,export,2011,9
United Kingdom,China,1209.017994,export,2011,9
Netherlands,China,693.453069,export,2011,9
France,China,1259.662043,export,2011,9
Germany,China,7681.127531999999,export,2011,9
Italy,China,1048.941826,export,2011,9
Russia,China,2790.153542,export,2011,9
China,China,0.0,export,2011,9
South Korea,China,11668.169617,export,2011,9
Japan,China,14450.904858000002,export,2011,9
India,China,1727.75297,export,2011,9
Singapore,China,3724.20838,export,2011,9
Indonesia,China,2122.035755,export,2011,9
United States,South Korea,3427.4017670000003,export,2011,9
Canada,South Korea,380.974229,export,2011,9
Brazil,South Korea,460.304124,export,2011,9
United Kingdom,South Korea,245.556114,export,2011,9
Netherlands,South Korea,369.009369,export,2011,9
France,South Korea,580.850849,export,2011,9
Germany,South Korea,1391.058716,export,2011,9
Italy,South Korea,370.121875,export,2011,9
Russia,South Korea,1092.600822,export,2011,9
China,South Korea,7711.281865999999,export,2011,9
South Korea,South Korea,0.0,export,2011,9
Japan,South Korea,5445.290815,export,2011,9
India,South Korea,298.922553,export,2011,9
Singapore,South Korea,1331.253798,export,2011,9
Indonesia,South Korea,1685.238527,export,2011,9
United States,Japan,5458.752289,export,2011,9
Canada,Japan,1001.948623,export,2011,9
Brazil,Japan,1057.731584,export,2011,9
United Kingdom,Japan,588.501337,export,2011,9
Netherlands,Japan,415.747737,export,2011,9
France,Japan,755.257442,export,2011,9
Germany,Japan,2052.485918,export,2011,9
Italy,Japan,613.960525,export,2011,9
Russia,Japan,1225.932085,export,2011,9
China,Japan,13498.672579,export,2011,9
South Korea,Japan,3415.69595,export,2011,9
Japan,Japan,0.0,export,2011,9
India,Japan,409.586309,export,2011,9
Singapore,Japan,1649.577803,export,2011,9
Indonesia,Japan,2890.987205,export,2011,9
United States,India,1726.6243559999998,export,2011,9
Canada,India,374.043854,export,2011,9
Brazil,India,501.378285,export,2011,9
United Kingdom,India,600.087567,export,2011,9
Netherlands,India,229.011417,export,2011,9
France,India,304.070572,export,2011,9
Germany,India,1352.698484,export,2011,9
Italy,India,367.123485,export,2011,9
Russia,India,274.745314,export,2011,9
China,India,4666.439586,export,2011,9
South Korea,India,1111.348523,export,2011,9
Japan,India,1004.568707,export,2011,9
India,India,0.0,export,2011,9
Singapore,India,1089.305134,export,2011,9
Indonesia,India,1210.9747960000002,export,2011,9
United States,Singapore,2807.456014,export,2011,9
Canada,Singapore,57.295795,export,2011,9
Brazil,Singapore,97.018176,export,2011,9
United Kingdom,Singapore,520.855372,export,2011,9
Netherlands,Singapore,381.278439,export,2011,9
France,Singapore,974.439351,export,2011,9
Germany,Singapore,796.955646,export,2011,9
Italy,Singapore,192.639064,export,2011,9
Russia,Singapore,170.903759,export,2011,9
China,Singapore,2983.5344,export,2011,9
South Korea,Singapore,1690.616965,export,2011,9
Japan,Singapore,2597.428508,export,2011,9
India,Singapore,983.922644,export,2011,9
Singapore,Singapore,0.0,export,2011,9
Indonesia,Singapore,1885.457008,export,2011,9
United States,Indonesia,568.541286,export,2011,9
Canada,Indonesia,170.29936999999998,export,2011,9
Brazil,Indonesia,161.586222,export,2011,9
United Kingdom,Indonesia,64.173859,export,2011,9
Netherlands,Indonesia,62.523594,export,2011,9
France,Indonesia,98.117626,export,2011,9
Germany,Indonesia,245.901576,export,2011,9
Italy,Indonesia,77.665705,export,2011,9
Russia,Indonesia,63.933652,export,2011,9
China,Indonesia,2552.2516,export,2011,9
South Korea,Indonesia,1170.701806,export,2011,9
Japan,Indonesia,1783.760052,export,2011,9
India,Indonesia,487.478203,export,2011,9
Singapore,Indonesia,4018.690229,export,2011,9
Indonesia,Indonesia,0.0,export,2011,9
United States,United States,0.0,export,2012,1
Canada,United States,28070.859786,export,2012,1
Brazil,United States,2381.076538,export,2012,1
United Kingdom,United States,4458.068757999999,export,2012,1
Netherlands,United States,2278.946809,export,2012,1
France,United States,2733.531719,export,2012,1
Germany,United States,9072.544787,export,2012,1
Italy,United States,1940.286108,export,2012,1
Russia,United States,1178.759789,export,2012,1
China,United States,26643.57383,export,2012,1
South Korea,United States,4138.20362,export,2012,1
Japan,United States,10008.358187,export,2012,1
India,United States,2992.867929,export,2012,1
Singapore,United States,1887.744631,export,2012,1
Indonesia,United States,1223.478851,export,2012,1
United States,Canada,22078.483818,export,2012,1
Canada,Canada,0.0,export,2012,1
Brazil,Canada,122.173365,export,2012,1
United Kingdom,Canada,476.133111,export,2012,1
Netherlands,Canada,202.62827,export,2012,1
France,Canada,328.487161,export,2012,1
Germany,Canada,811.1446269999999,export,2012,1
Italy,Canada,200.236806,export,2012,1
Russia,Canada,34.734129,export,2012,1
China,Canada,2235.178386,export,2012,1
South Korea,Canada,303.49755600000003,export,2012,1
Japan,Canada,808.327399,export,2012,1
India,Canada,181.962259,export,2012,1
Singapore,Canada,151.739164,export,2012,1
Indonesia,Canada,68.308121,export,2012,1
United States,Brazil,3052.8542620000003,export,2012,1
Canada,Brazil,150.805546,export,2012,1
Brazil,Brazil,0.0,export,2012,1
United Kingdom,Brazil,216.510811,export,2012,1
Netherlands,Brazil,229.6879,export,2012,1
France,Brazil,530.591204,export,2012,1
Germany,Brazil,1146.54808,export,2012,1
Italy,Brazil,380.157374,export,2012,1
Russia,Brazil,111.763859,export,2012,1
China,Brazil,2634.979535,export,2012,1
South Korea,Brazil,639.417931,export,2012,1
Japan,Brazil,457.374949,export,2012,1
India,Brazil,467.32631,export,2012,1
Singapore,Brazil,86.862944,export,2012,1
Indonesia,Brazil,112.484519,export,2012,1
United States,United Kingdom,4581.027787,export,2012,1
Canada,United Kingdom,1522.428811,export,2012,1
Brazil,United Kingdom,310.091105,export,2012,1
United Kingdom,United Kingdom,0.0,export,2012,1
Netherlands,United Kingdom,3829.464737,export,2012,1
France,United Kingdom,3044.389436,export,2012,1
Germany,United Kingdom,7368.771351,export,2012,1
Italy,United Kingdom,1757.461721,export,2012,1
Russia,United Kingdom,829.572313,export,2012,1
China,United Kingdom,3684.901069,export,2012,1
South Korea,United Kingdom,310.022183,export,2012,1
Japan,United Kingdom,1267.723696,export,2012,1
India,United Kingdom,685.131858,export,2012,1
Singapore,United Kingdom,625.343225,export,2012,1
Indonesia,United Kingdom,152.415583,export,2012,1
United States,Netherlands,3433.490105,export,2012,1
Canada,Netherlands,479.79256,export,2012,1
Brazil,Netherlands,738.029021,export,2012,1
United Kingdom,Netherlands,3336.157613,export,2012,1
Netherlands,Netherlands,0.0,export,2012,1
France,Netherlands,1834.249,export,2012,1
Germany,Netherlands,7717.30799,export,2012,1
Italy,Netherlands,883.8464150000001,export,2012,1
Russia,Netherlands,5647.233959,export,2012,1
China,Netherlands,4551.997429999999,export,2012,1
South Korea,Netherlands,201.196232,export,2012,1
Japan,Netherlands,1336.797435,export,2012,1
India,Netherlands,599.232763,export,2012,1
Singapore,Netherlands,572.762202,export,2012,1
Indonesia,Netherlands,452.48959,export,2012,1
United States,France,2317.378672,export,2012,1
Canada,France,237.904002,export,2012,1
Brazil,France,238.902357,export,2012,1
United Kingdom,France,2527.2271100000003,export,2012,1
Netherlands,France,4796.037171,export,2012,1
France,France,0.0,export,2012,1
Germany,France,11157.980179,export,2012,1
Italy,France,4387.330156,export,2012,1
Russia,France,868.7095730000001,export,2012,1
China,France,2540.882361,export,2012,1
South Korea,France,178.99113899999998,export,2012,1
Japan,France,590.055977,export,2012,1
India,France,471.471132,export,2012,1
Singapore,France,428.799688,export,2012,1
