countrySource,countryTarget,value,type,year,month
Canada,China,1770.084733,export,2018,5
Brazil,China,6543.626942,export,2018,5
United Kingdom,China,3203.678575,export,2018,5
Netherlands,China,1511.8673720000002,export,2018,5
France,China,1632.594765,export,2018,5
Germany,China,8995.269599,export,2018,5
Italy,China,1397.908575,export,2018,5
Russia,China,4508.124223,export,2018,5
China,China,0.0,export,2018,5
South Korea,China,13859.466,export,2018,5
Japan,China,11598.930206,export,2018,5
India,China,1340.59,export,2018,5
Singapore,China,4625.610899,export,2018,5
Indonesia,China,2306.226853,export,2018,5
United States,South Korea,4852.9448170000005,export,2018,5
Canada,South Korea,360.570948,export,2018,5
Brazil,South Korea,273.344293,export,2018,5
United Kingdom,South Korea,678.375586,export,2018,5
Netherlands,South Korea,617.604984,export,2018,5
France,South Korea,346.24584100000004,export,2018,5
Germany,South Korea,1686.771909,export,2018,5
Italy,South Korea,442.867623,export,2018,5
Russia,South Korea,1937.459124,export,2018,5
China,South Korea,9853.55247,export,2018,5
South Korea,South Korea,0.0,export,2018,5
Japan,South Korea,4222.622726,export,2018,5
India,South Korea,338.61,export,2018,5
Singapore,South Korea,1297.727524,export,2018,5
Indonesia,South Korea,835.530201,export,2018,5
United States,Japan,6163.731825,export,2018,5
Canada,Japan,909.933398,export,2018,5
Brazil,Japan,337.426846,export,2018,5
United Kingdom,Japan,604.684357,export,2018,5
Netherlands,Japan,353.722601,export,2018,5
France,Japan,512.659947,export,2018,5
Germany,Japan,1905.849994,export,2018,5
Italy,Japan,690.9558030000001,export,2018,5
Russia,Japan,1366.175877,export,2018,5
China,Japan,11874.30334,export,2018,5
South Korea,Japan,2519.196,export,2018,5
Japan,Japan,0.0,export,2018,5
India,Japan,362.26,export,2018,5
Singapore,Japan,1541.619647,export,2018,5
Indonesia,Japan,1640.578381,export,2018,5
United States,India,2627.965327,export,2018,5
Canada,India,225.984147,export,2018,5
Brazil,India,346.779785,export,2018,5
United Kingdom,India,387.402109,export,2018,5
Netherlands,India,209.932432,export,2018,5
France,India,456.876324,export,2018,5
Germany,India,1138.389296,export,2018,5
Italy,India,421.50387300000006,export,2018,5
Russia,India,807.128379,export,2018,5
China,India,6971.189920000001,export,2018,5
South Korea,India,1363.604,export,2018,5
Japan,India,876.516055,export,2018,5
India,India,0.0,export,2018,5
Singapore,India,983.556992,export,2018,5
Indonesia,India,1111.70569,export,2018,5
United States,Singapore,3276.7308420000004,export,2018,5
Canada,Singapore,78.322175,export,2018,5
Brazil,Singapore,147.232296,export,2018,5
United Kingdom,Singapore,529.80314,export,2018,5
Netherlands,Singapore,483.972403,export,2018,5
France,Singapore,542.093207,export,2018,5
Germany,Singapore,1165.529209,export,2018,5
Italy,Singapore,242.21347000000003,export,2018,5
Russia,Singapore,261.208844,export,2018,5
China,Singapore,4540.1704,export,2018,5
South Korea,Singapore,892.013,export,2018,5
Japan,Singapore,2042.472382,export,2018,5
India,Singapore,1240.51,export,2018,5
Singapore,Singapore,0.0,export,2018,5
Indonesia,Singapore,1091.135108,export,2018,5
United States,Indonesia,634.933456,export,2018,5
Canada,Indonesia,107.057442,export,2018,5
Brazil,Indonesia,133.819184,export,2018,5
United Kingdom,Indonesia,64.155201,export,2018,5
Netherlands,Indonesia,62.750825,export,2018,5
France,Indonesia,93.020504,export,2018,5
Germany,Indonesia,259.480748,export,2018,5
Italy,Indonesia,115.901092,export,2018,5
Russia,Indonesia,55.026105,export,2018,5
China,Indonesia,3809.294120000001,export,2018,5
South Korea,Indonesia,667.811,export,2018,5
Japan,Indonesia,1040.044721,export,2018,5
India,Indonesia,337.61,export,2018,5
Singapore,Indonesia,3097.03586,export,2018,5
Indonesia,Indonesia,0.0,export,2018,5
United States,United States,0.0,export,2018,6
Canada,United States,29824.573387,export,2018,6
Brazil,United States,2694.128008,export,2018,6
United Kingdom,United States,5325.216102,export,2018,6
Netherlands,United States,2264.293642,export,2018,6
France,United States,3873.4033,export,2018,6
Germany,United States,11692.978962,export,2018,6
Italy,United States,4525.579229,export,2018,6
Russia,United States,1182.124419,export,2018,6
China,United States,42667.16609,export,2018,6
South Korea,United States,6465.52,export,2018,6
Japan,United States,11790.094741,export,2018,6
India,United States,4136.62,export,2018,6
Singapore,United States,2598.928795,export,2018,6
Indonesia,United States,1186.0197380000002,export,2018,6
United States,Canada,26183.813216,export,2018,6
Canada,Canada,0.0,export,2018,6
Brazil,Canada,330.460854,export,2018,6
United Kingdom,Canada,706.32358,export,2018,6
Netherlands,Canada,476.69772300000005,export,2018,6
France,Canada,376.533369,export,2018,6
Germany,Canada,1017.519753,export,2018,6
Italy,Canada,416.497412,export,2018,6
Russia,Canada,34.643813,export,2018,6
China,Canada,3206.46349,export,2018,6
South Korea,Canada,514.64,export,2018,6
Japan,Canada,786.039181,export,2018,6
India,Canada,229.3,export,2018,6
Singapore,Canada,59.917086,export,2018,6
Indonesia,Canada,52.42173,export,2018,6
United States,Brazil,3365.009115,export,2018,6
Canada,Brazil,126.627738,export,2018,6
Brazil,Brazil,0.0,export,2018,6
United Kingdom,Brazil,228.873233,export,2018,6
Netherlands,Brazil,248.944784,export,2018,6
France,Brazil,568.747375,export,2018,6
Germany,Brazil,1001.343972,export,2018,6
Italy,Brazil,376.872404,export,2018,6
Russia,Brazil,388.320425,export,2018,6
China,Brazil,3277.10247,export,2018,6
South Korea,Brazil,411.86300000000006,export,2018,6
Japan,Brazil,351.672059,export,2018,6
India,Brazil,295.03,export,2018,6
Singapore,Brazil,89.248295,export,2018,6
Indonesia,Brazil,71.072849,export,2018,6
United States,United Kingdom,5383.692262,export,2018,6
Canada,United Kingdom,927.996098,export,2018,6
Brazil,United Kingdom,205.961134,export,2018,6
United Kingdom,United Kingdom,0.0,export,2018,6
Netherlands,United Kingdom,4907.702237,export,2018,6
France,United Kingdom,3288.072569,export,2018,6
Germany,United Kingdom,8176.711090000001,export,2018,6
Italy,United Kingdom,2435.3020690000003,export,2018,6
Russia,United Kingdom,681.689415,export,2018,6
China,United Kingdom,4978.64671,export,2018,6
South Korea,United Kingdom,442.645,export,2018,6
Japan,United Kingdom,1172.550128,export,2018,6
India,United Kingdom,801.57,export,2018,6
Singapore,United Kingdom,331.495732,export,2018,6
Indonesia,United Kingdom,87.423248,export,2018,6
United States,Netherlands,4269.646333,export,2018,6
Canada,Netherlands,289.962509,export,2018,6
Brazil,Netherlands,942.65368,export,2018,6
United Kingdom,Netherlands,3177.556193,export,2018,6
Netherlands,Netherlands,0.0,export,2018,6
France,Netherlands,1825.379071,export,2018,6
Germany,Netherlands,8704.957421,export,2018,6
Italy,Netherlands,1287.491384,export,2018,6
Russia,Netherlands,3033.255623,export,2018,6
China,Netherlands,6352.23161,export,2018,6
South Korea,Netherlands,410.664,export,2018,6
Japan,Netherlands,1063.136295,export,2018,6
India,Netherlands,692.68,export,2018,6
Singapore,Netherlands,678.6060200000001,export,2018,6
Indonesia,Netherlands,248.714304,export,2018,6
United States,France,3780.373761,export,2018,6
Canada,France,216.851767,export,2018,6
Brazil,France,225.69342000000003,export,2018,6
United Kingdom,France,2781.606211,export,2018,6
Netherlands,France,5244.523667,export,2018,6
France,France,0.0,export,2018,6
Germany,France,11016.042496,export,2018,6
Italy,France,5314.901672,export,2018,6
Russia,France,573.5773740000001,export,2018,6
China,France,2900.45574,export,2018,6
South Korea,France,252.326,export,2018,6
Japan,France,568.067728,export,2018,6
India,France,416.11,export,2018,6
Singapore,France,509.730452,export,2018,6
Indonesia,France,79.639379,export,2018,6
United States,Germany,4757.803524,export,2018,6
Canada,Germany,388.590228,export,2018,6
Brazil,Germany,359.557246,export,2018,6
United Kingdom,Germany,3934.090362,export,2018,6
Netherlands,Germany,14412.81556,export,2018,6
France,Germany,7172.805806,export,2018,6
Germany,Germany,0.0,export,2018,6
Italy,Germany,5994.119025999999,export,2018,6
Russia,Germany,2642.81068,export,2018,6
China,Germany,6714.56927,export,2018,6
South Korea,Germany,832.105,export,2018,6
Japan,Germany,1861.517971,export,2018,6
India,Germany,788.15,export,2018,6
Singapore,Germany,511.837739,export,2018,6
Indonesia,Germany,155.99936499999998,export,2018,6
United States,Italy,2348.098456,export,2018,6
Canada,Italy,232.71941,export,2018,6
Brazil,Italy,304.41550099999995,export,2018,6
United Kingdom,Italy,1119.955806,export,2018,6
Netherlands,Italy,2556.809616,export,2018,6
France,Italy,3860.065167,export,2018,6
Germany,Italy,7178.869818000001,export,2018,6
Italy,Italy,0.0,export,2018,6
Russia,Italy,1321.716513,export,2018,6
China,Italy,3095.30538,export,2018,6
South Korea,Italy,361.017,export,2018,6
Japan,Italy,392.59177,export,2018,6
India,Italy,461.08,export,2018,6
Singapore,Italy,65.106708,export,2018,6
Indonesia,Italy,156.46772099999998,export,2018,6
United States,Russia,644.442574,export,2018,6
Canada,Russia,47.080813,export,2018,6
Brazil,Russia,110.134191,export,2018,6
United Kingdom,Russia,276.812614,export,2018,6
Netherlands,Russia,569.081354,export,2018,6
France,Russia,545.676586,export,2018,6
Germany,Russia,2789.46582,export,2018,6
Italy,Russia,770.889701,export,2018,6
Russia,Russia,0.0,export,2018,6
China,Russia,4216.91367,export,2018,6
South Korea,Russia,628.751,export,2018,6
Japan,Russia,627.968075,export,2018,6
India,Russia,173.44,export,2018,6
Singapore,Russia,44.979391,export,2018,6
Indonesia,Russia,76.017596,export,2018,6
United States,China,11115.62343,export,2018,6
Canada,China,1673.3755199999998,export,2018,6
Brazil,China,5709.489404,export,2018,6
United Kingdom,China,2848.350664,export,2018,6
Netherlands,China,1226.445211,export,2018,6
France,China,1846.070444,export,2018,6
Germany,China,9717.700989,export,2018,6
Italy,China,1405.59978,export,2018,6
Russia,China,4715.966843,export,2018,6
China,China,0.0,export,2018,6
South Korea,China,13818.813,export,2018,6
Japan,China,12596.63469,export,2018,6
India,China,1331.85,export,2018,6
Singapore,China,4085.632899,export,2018,6
Indonesia,China,2222.431445,export,2018,6
United States,South Korea,4853.209485,export,2018,6
Canada,South Korea,352.631034,export,2018,6
Brazil,South Korea,316.34637999999995,export,2018,6
United Kingdom,South Korea,581.920859,export,2018,6
Netherlands,South Korea,693.779984,export,2018,6
France,South Korea,434.295361,export,2018,6
Germany,South Korea,1731.3347010000002,export,2018,6
Italy,South Korea,463.929115,export,2018,6
Russia,South Korea,1280.968409,export,2018,6
China,South Korea,9303.64109,export,2018,6
South Korea,South Korea,0.0,export,2018,6
Japan,South Korea,4406.389874,export,2018,6
India,South Korea,461.96,export,2018,6
Singapore,South Korea,1312.92739,export,2018,6
Indonesia,South Korea,711.743387,export,2018,6
United States,Japan,6226.4912810000005,export,2018,6
Canada,Japan,1014.12596,export,2018,6
Brazil,Japan,364.374909,export,2018,6
United Kingdom,Japan,719.9214900000001,export,2018,6
Netherlands,Japan,433.01523,export,2018,6
France,Japan,799.509688,export,2018,6
Germany,Japan,1980.061749,export,2018,6
Italy,Japan,640.126499,export,2018,6
Russia,Japan,956.299275,export,2018,6
China,Japan,11849.25433,export,2018,6
South Korea,Japan,2590.692,export,2018,6
Japan,Japan,0.0,export,2018,6
India,Japan,423.38,export,2018,6
Singapore,Japan,1625.977814,export,2018,6
Indonesia,Japan,1502.9717380000002,export,2018,6
United States,India,3066.164619,export,2018,6
Canada,India,330.816188,export,2018,6
Brazil,India,323.832276,export,2018,6
United Kingdom,India,434.725975,export,2018,6
Netherlands,India,252.00073,export,2018,6
France,India,532.538848,export,2018,6
Germany,India,1266.083099,export,2018,6
Italy,India,395.910289,export,2018,6
Russia,India,935.292384,export,2018,6
China,India,7025.309259999999,export,2018,6
South Korea,India,1367.544,export,2018,6
Japan,India,1012.885643,export,2018,6
India,India,0.0,export,2018,6
Singapore,India,1023.176249,export,2018,6
Indonesia,India,950.40556,export,2018,6
United States,Singapore,3042.593605,export,2018,6
Canada,Singapore,85.495598,export,2018,6
Brazil,Singapore,208.744761,export,2018,6
United Kingdom,Singapore,483.272554,export,2018,6
Netherlands,Singapore,440.717046,export,2018,6
France,Singapore,862.064004,export,2018,6
Germany,Singapore,860.4854310000001,export,2018,6
Italy,Singapore,218.590381,export,2018,6
Russia,Singapore,339.673137,export,2018,6
China,Singapore,4186.377829999999,export,2018,6
South Korea,Singapore,756.414,export,2018,6
Japan,Singapore,1895.914425,export,2018,6
India,Singapore,943.4,export,2018,6
Singapore,Singapore,0.0,export,2018,6
Indonesia,Singapore,1024.923632,export,2018,6
United States,Indonesia,745.810157,export,2018,6
Canada,Indonesia,133.072928,export,2018,6
Brazil,Indonesia,88.621932,export,2018,6
United Kingdom,Indonesia,53.27581800000001,export,2018,6
Netherlands,Indonesia,158.731417,export,2018,6
France,Indonesia,159.350853,export,2018,6
Germany,Indonesia,242.049486,export,2018,6
Italy,Indonesia,100.822539,export,2018,6
Russia,Indonesia,90.791591,export,2018,6
China,Indonesia,2941.33759,export,2018,6
South Korea,Indonesia,674.738,export,2018,6
Japan,Indonesia,1383.163078,export,2018,6
India,Indonesia,405.39,export,2018,6
Singapore,Indonesia,2648.954629,export,2018,6
Indonesia,Indonesia,0.0,export,2018,6
United States,United States,0.0,export,2018,7
Canada,United States,28215.086778,export,2018,7
Brazil,United States,2519.396262,export,2018,7
United Kingdom,United States,5129.210239,export,2018,7
Netherlands,United States,2617.577313,export,2018,7
France,United States,3960.594018,export,2018,7
Germany,United States,11951.951869,export,2018,7
Italy,United States,4187.160644,export,2018,7
Russia,United States,851.524902,export,2018,7
China,United States,41623.97197,export,2018,7
South Korea,United States,6184.459,export,2018,7
Japan,United States,11286.911393,export,2018,7
India,United States,4296.99,export,2018,7
Singapore,United States,2696.279093,export,2018,7
Indonesia,United States,1681.2545879999998,export,2018,7
United States,Canada,23521.713647,export,2018,7
Canada,Canada,0.0,export,2018,7
Brazil,Canada,272.084321,export,2018,7
United Kingdom,Canada,488.686585,export,2018,7
Netherlands,Canada,472.355237,export,2018,7
France,Canada,355.941887,export,2018,7
Germany,Canada,1063.906528,export,2018,7
Italy,Canada,492.339185,export,2018,7
Russia,Canada,33.231431,export,2018,7
China,Canada,3233.66508,export,2018,7
South Korea,Canada,496.527,export,2018,7
Japan,Canada,713.457541,export,2018,7
India,Canada,210.66,export,2018,7
Singapore,Canada,65.65648,export,2018,7
Indonesia,Canada,88.271587,export,2018,7
United States,Brazil,3364.4282740000003,export,2018,7
Canada,Brazil,145.423122,export,2018,7
Brazil,Brazil,0.0,export,2018,7
United Kingdom,Brazil,245.685062,export,2018,7
Netherlands,Brazil,231.945691,export,2018,7
France,Brazil,611.390883,export,2018,7
Germany,Brazil,984.736695,export,2018,7
Italy,Brazil,414.315257,export,2018,7
Russia,Brazil,88.482752,export,2018,7
China,Brazil,2867.83692,export,2018,7
South Korea,Brazil,370.624,export,2018,7
Japan,Brazil,343.649259,export,2018,7
India,Brazil,284.64,export,2018,7
Singapore,Brazil,107.532278,export,2018,7
Indonesia,Brazil,117.55841,export,2018,7
United States,United Kingdom,4882.203719,export,2018,7
Canada,United Kingdom,1275.007413,export,2018,7
Brazil,United Kingdom,218.426713,export,2018,7
United Kingdom,United Kingdom,0.0,export,2018,7
Netherlands,United Kingdom,4633.806716,export,2018,7
France,United Kingdom,3353.63927,export,2018,7
Germany,United Kingdom,7875.369942,export,2018,7
Italy,United Kingdom,2713.6226890000003,export,2018,7
Russia,United Kingdom,925.979451,export,2018,7
China,United Kingdom,4966.56247,export,2018,7
South Korea,United Kingdom,440.807,export,2018,7
Japan,United Kingdom,1373.040034,export,2018,7
India,United Kingdom,733.32,export,2018,7
Singapore,United Kingdom,290.84614700000003,export,2018,7
Indonesia,United Kingdom,135.622448,export,2018,7
United States,Netherlands,3784.270126,export,2018,7
Canada,Netherlands,248.030616,export,2018,7
Brazil,Netherlands,964.15311,export,2018,7
United Kingdom,Netherlands,3304.826462,export,2018,7
Netherlands,Netherlands,0.0,export,2018,7
France,Netherlands,1686.395839,export,2018,7
Germany,Netherlands,8589.39638,export,2018,7
Italy,Netherlands,1172.61975,export,2018,7
Russia,Netherlands,3045.88537,export,2018,7
China,Netherlands,6398.758510000001,export,2018,7
South Korea,Netherlands,531.381,export,2018,7
Japan,Netherlands,1027.1355119999998,export,2018,7
India,Netherlands,835.0,export,2018,7
Singapore,Netherlands,755.468581,export,2018,7
Indonesia,Netherlands,324.339243,export,2018,7
United States,France,2820.8710920000003,export,2018,7
Canada,France,197.430607,export,2018,7
Brazil,France,222.681956,export,2018,7
United Kingdom,France,2470.121005,export,2018,7
Netherlands,France,4807.52558,export,2018,7
France,France,0.0,export,2018,7
Germany,France,10509.730817,export,2018,7
Italy,France,5290.486434,export,2018,7
Russia,France,729.307945,export,2018,7
China,France,2766.47856,export,2018,7
South Korea,France,278.68,export,2018,7
Japan,France,611.724839,export,2018,7
India,France,432.41,export,2018,7
Singapore,France,359.490675,export,2018,7
Indonesia,France,97.431718,export,2018,7
United States,Germany,4376.045397,export,2018,7
Canada,Germany,275.969303,export,2018,7
Brazil,Germany,541.892937,export,2018,7
United Kingdom,Germany,4010.436491,export,2018,7
Netherlands,Germany,13801.062182,export,2018,7
France,Germany,7088.352818,export,2018,7
Germany,Germany,0.0,export,2018,7
Italy,Germany,6410.86481,export,2018,7
Russia,Germany,2263.419152,export,2018,7
China,Germany,6747.59087,export,2018,7
South Korea,Germany,798.194,export,2018,7
Japan,Germany,1703.619085,export,2018,7
India,Germany,688.07,export,2018,7
Singapore,Germany,581.933635,export,2018,7
Indonesia,Germany,240.523011,export,2018,7
United States,Italy,1756.122125,export,2018,7
Canada,Italy,283.928234,export,2018,7
Brazil,Italy,164.548585,export,2018,7
United Kingdom,Italy,1089.641589,export,2018,7
Netherlands,Italy,2317.208386,export,2018,7
France,Italy,3736.993849,export,2018,7
Germany,Italy,7003.574756,export,2018,7
Italy,Italy,0.0,export,2018,7
Russia,Italy,1533.594293,export,2018,7
China,Italy,2664.18599,export,2018,7
South Korea,Italy,383.827,export,2018,7
Japan,Italy,361.777909,export,2018,7
India,Italy,378.74,export,2018,7
Singapore,Italy,62.23276,export,2018,7
Indonesia,Italy,163.177278,export,2018,7
United States,Russia,469.913986,export,2018,7
Canada,Russia,44.362326,export,2018,7
Brazil,Russia,165.389283,export,2018,7
United Kingdom,Russia,239.618146,export,2018,7
Netherlands,Russia,551.697848,export,2018,7
France,Russia,486.9929570000001,export,2018,7
Germany,Russia,2641.525865,export,2018,7
Italy,Russia,924.586854,export,2018,7
Russia,Russia,0.0,export,2018,7
China,Russia,4394.98524,export,2018,7
South Korea,Russia,641.323,export,2018,7
Japan,Russia,605.997406,export,2018,7
India,Russia,215.42,export,2018,7
Singapore,Russia,39.409635,export,2018,7
Indonesia,Russia,85.853669,export,2018,7
United States,China,10261.688039,export,2018,7
Canada,China,1611.351808,export,2018,7
Brazil,China,6659.969706,export,2018,7
United Kingdom,China,2169.945083,export,2018,7
Netherlands,China,1128.4916380000002,export,2018,7
France,China,1995.590641,export,2018,7
Germany,China,9349.160314,export,2018,7
Italy,China,1557.682367,export,2018,7
Russia,China,4655.66662,export,2018,7
China,China,0.0,export,2018,7
South Korea,China,13729.077,export,2018,7
Japan,China,12164.522813,export,2018,7
India,China,1152.04,export,2018,7
Singapore,China,4452.381643,export,2018,7
Indonesia,China,2458.430127,export,2018,7
United States,South Korea,4685.784639,export,2018,7
Canada,South Korea,272.59007,export,2018,7
Brazil,South Korea,357.369416,export,2018,7
United Kingdom,South Korea,1053.9076710000002,export,2018,7
Netherlands,South Korea,355.096101,export,2018,7
France,South Korea,557.170951,export,2018,7
Germany,South Korea,1658.8699800000002,export,2018,7
Italy,South Korea,532.176817,export,2018,7
Russia,South Korea,1348.985134,export,2018,7
China,South Korea,8754.04991,export,2018,7
South Korea,South Korea,0.0,export,2018,7
Japan,South Korea,4206.625991,export,2018,7
India,South Korea,331.23,export,2018,7
Singapore,South Korea,1264.046848,export,2018,7
Indonesia,South Korea,879.776996,export,2018,7
United States,Japan,6345.299288,export,2018,7
Canada,Japan,679.701058,export,2018,7
Brazil,Japan,345.46046,export,2018,7
United Kingdom,Japan,757.6809519999999,export,2018,7
Netherlands,Japan,480.208813,export,2018,7
France,Japan,796.443589,export,2018,7
Germany,Japan,2376.29487,export,2018,7
Italy,Japan,711.9843440000001,export,2018,7
Russia,Japan,986.272256,export,2018,7
China,Japan,12591.86346,export,2018,7
South Korea,Japan,2542.522,export,2018,7
Japan,Japan,0.0,export,2018,7
India,Japan,346.78,export,2018,7
Singapore,Japan,1889.166092,export,2018,7
Indonesia,Japan,1825.326033,export,2018,7
United States,India,2588.355919,export,2018,7
Canada,India,180.271713,export,2018,7
Brazil,India,307.92066600000004,export,2018,7
United Kingdom,India,505.242083,export,2018,7
Netherlands,India,223.634585,export,2018,7
France,India,876.09637,export,2018,7
Germany,India,1307.743893,export,2018,7
Italy,India,443.657845,export,2018,7
Russia,India,317.923227,export,2018,7
China,India,6643.10914,export,2018,7
South Korea,India,1482.789,export,2018,7
Japan,India,983.278549,export,2018,7
India,India,0.0,export,2018,7
Singapore,India,1099.339821,export,2018,7
Indonesia,India,1274.435672,export,2018,7
United States,Singapore,2531.5293690000003,export,2018,7
Canada,Singapore,89.950026,export,2018,7
Brazil,Singapore,1494.8903300000002,export,2018,7
United Kingdom,Singapore,460.704634,export,2018,7
Netherlands,Singapore,762.9535,export,2018,7
France,Singapore,929.08018,export,2018,7
Germany,Singapore,777.1133440000001,export,2018,7
Italy,Singapore,196.611189,export,2018,7
Russia,Singapore,122.381365,export,2018,7
China,Singapore,3761.50613,export,2018,7
South Korea,Singapore,1022.988,export,2018,7
Japan,Singapore,1953.761018,export,2018,7
India,Singapore,687.22,export,2018,7
Singapore,Singapore,0.0,export,2018,7
Indonesia,Singapore,1108.236786,export,2018,7
United States,Indonesia,614.955239,export,2018,7
Canada,Indonesia,168.456068,export,2018,7
Brazil,Indonesia,69.626979,export,2018,7
United Kingdom,Indonesia,75.550738,export,2018,7
Netherlands,Indonesia,67.53108,export,2018,7
France,Indonesia,296.300026,export,2018,7
Germany,Indonesia,274.002063,export,2018,7
Italy,Indonesia,132.221247,export,2018,7
Russia,Indonesia,38.716491,export,2018,7
China,Indonesia,3706.57354,export,2018,7
South Korea,Indonesia,694.5369999999999,export,2018,7
Japan,Indonesia,1392.560948,export,2018,7
India,Indonesia,558.71,export,2018,7
Singapore,Indonesia,3196.963294,export,2018,7
Indonesia,Indonesia,0.0,export,2018,7
United States,United States,0.0,export,2018,8
Canada,United States,29728.901183,export,2018,8
Brazil,United States,2461.319547,export,2018,8
United Kingdom,United States,5005.525946,export,2018,8
Netherlands,United States,2828.791861,export,2018,8
France,United States,3334.971504,export,2018,8
Germany,United States,10982.039449,export,2018,8
Italy,United States,3384.000866,export,2018,8
Russia,United States,1248.410855,export,2018,8
China,United States,44473.39642,export,2018,8
South Korea,United States,6089.06,export,2018,8
Japan,United States,11277.354824,export,2018,8
India,United States,4684.78,export,2018,8
Singapore,United States,2791.251819,export,2018,8
Indonesia,United States,1702.8518379999998,export,2018,8
United States,Canada,25434.829507,export,2018,8
Canada,Canada,0.0,export,2018,8
Brazil,Canada,234.399478,export,2018,8
United Kingdom,Canada,558.670217,export,2018,8
Netherlands,Canada,529.7070809999999,export,2018,8
France,Canada,313.854723,export,2018,8
Germany,Canada,926.166373,export,2018,8
Italy,Canada,364.631334,export,2018,8
Russia,Canada,42.826934,export,2018,8
China,Canada,3307.8776,export,2018,8
South Korea,Canada,498.765,export,2018,8
Japan,Canada,751.6039450000001,export,2018,8
India,Canada,249.9,export,2018,8
Singapore,Canada,110.838049,export,2018,8
Indonesia,Canada,76.344889,export,2018,8
United States,Brazil,3661.230314,export,2018,8
Canada,Brazil,165.404476,export,2018,8
Brazil,Brazil,0.0,export,2018,8
United Kingdom,Brazil,221.66296,export,2018,8
Netherlands,Brazil,234.053258,export,2018,8
France,Brazil,375.252025,export,2018,8
Germany,Brazil,1026.67024,export,2018,8
Italy,Brazil,348.620909,export,2018,8
Russia,Brazil,177.350758,export,2018,8
China,Brazil,2650.76264,export,2018,8
South Korea,Brazil,405.408,export,2018,8
Japan,Brazil,315.650684,export,2018,8
India,Brazil,432.52,export,2018,8
Singapore,Brazil,124.152978,export,2018,8
Indonesia,Brazil,102.077812,export,2018,8
United States,United Kingdom,4872.805347,export,2018,8
Canada,United Kingdom,856.492718,export,2018,8
Brazil,United Kingdom,244.677248,export,2018,8
United Kingdom,United Kingdom,0.0,export,2018,8
Netherlands,United Kingdom,5125.726887,export,2018,8
France,United Kingdom,2784.244758,export,2018,8
Germany,United Kingdom,7311.122491,export,2018,8
Italy,United Kingdom,1718.765743,export,2018,8
Russia,United Kingdom,1021.301346,export,2018,8
China,United Kingdom,5138.83703,export,2018,8
South Korea,United Kingdom,450.942,export,2018,8
Japan,United Kingdom,1114.646268,export,2018,8
India,United Kingdom,844.21,export,2018,8
Singapore,United Kingdom,295.118506,export,2018,8
Indonesia,United Kingdom,136.556632,export,2018,8
United States,Netherlands,4027.763248,export,2018,8
Canada,Netherlands,314.861754,export,2018,8
Brazil,Netherlands,941.141761,export,2018,8
United Kingdom,Netherlands,2428.241786,export,2018,8
Netherlands,Netherlands,0.0,export,2018,8
France,Netherlands,1501.147278,export,2018,8
Germany,Netherlands,8294.698065,export,2018,8
Italy,Netherlands,952.862753,export,2018,8
Russia,Netherlands,3841.06438,export,2018,8
China,Netherlands,6439.30282,export,2018,8
South Korea,Netherlands,313.722,export,2018,8
Japan,Netherlands,924.277061,export,2018,8
India,Netherlands,721.28,export,2018,8
Singapore,Netherlands,866.882707,export,2018,8
Indonesia,Netherlands,347.80894900000004,export,2018,8
United States,France,3119.099712,export,2018,8
Canada,France,232.265365,export,2018,8
Brazil,France,197.76627,export,2018,8
United Kingdom,France,2584.900749,export,2018,8
Netherlands,France,4407.626282,export,2018,8
France,France,0.0,export,2018,8
Germany,France,8283.95239,export,2018,8
Italy,France,3102.9609170000003,export,2018,8
Russia,France,627.383329,export,2018,8
China,France,2988.4177600000003,export,2018,8
South Korea,France,324.24,export,2018,8
Japan,France,530.3011280000001,export,2018,8
India,France,384.47,export,2018,8
Singapore,France,394.958086,export,2018,8
Indonesia,France,89.5673,export,2018,8
United States,Germany,4790.222133,export,2018,8
Canada,Germany,298.811057,export,2018,8
Brazil,Germany,429.49572,export,2018,8
United Kingdom,Germany,3552.4428810000004,export,2018,8
Netherlands,Germany,14387.99121,export,2018,8
France,Germany,5741.35601,export,2018,8
Germany,Germany,0.0,export,2018,8
Italy,Germany,4358.635828,export,2018,8
Russia,Germany,3129.644582,export,2018,8
China,Germany,7026.35391,export,2018,8
South Korea,Germany,788.443,export,2018,8
Japan,Germany,1633.694149,export,2018,8
India,Germany,820.97,export,2018,8
Singapore,Germany,596.64481,export,2018,8
Indonesia,Germany,250.109481,export,2018,8
United States,Italy,1806.692239,export,2018,8
Canada,Italy,320.17046600000003,export,2018,8
Brazil,Italy,332.337349,export,2018,8
United Kingdom,Italy,878.0624550000001,export,2018,8
Netherlands,Italy,1877.909057,export,2018,8
France,Italy,2514.457866,export,2018,8
Germany,Italy,5062.541823,export,2018,8
Italy,Italy,0.0,export,2018,8
Russia,Italy,1391.344772,export,2018,8
China,Italy,3091.35324,export,2018,8
South Korea,Italy,387.401,export,2018,8
Japan,Italy,334.165164,export,2018,8
India,Italy,554.71,export,2018,8
Singapore,Italy,59.984151,export,2018,8
Indonesia,Italy,153.761842,export,2018,8
United States,Russia,577.411201,export,2018,8
Canada,Russia,32.527675,export,2018,8
Brazil,Russia,134.00423500000002,export,2018,8
United Kingdom,Russia,217.328401,export,2018,8
Netherlands,Russia,567.3980849999999,export,2018,8
France,Russia,438.406184,export,2018,8
Germany,Russia,2576.872981,export,2018,8
Italy,Russia,718.3625599999999,export,2018,8
Russia,Russia,0.0,export,2018,8
